Ranking,Freq.,Characters,Code
1970,426,闆,%C1%F3
1971,424,劣,%A6H
1972,424,耀,%C4%A3
1973,424,誣,%BBz
1974,423,攪,%C5%CD
1975,423,昏,%A9%FC
1976,423,盈,%AC%D5
1977,423,躺,%BD%F6
1978,421,喬,%B3%EC
1979,421,溪,%B7%CB
1980,421,騎,%C3M
1981,420,叢,%C2O
1982,420,盧,%BFc
1983,420,譽,%C5A
1984,419,咨,%ABt
1985,419,悶,%B4e
1986,417,屏,%AB%CC
1987,417,駕,%BEr
1988,415,倆,%AD%C7
1989,414,悟,%AE%A9
1990,414,纜,%C6l
1991,413,摘,%BAK
1992,412,擲,%C2Y
1993,412,餌,%BB%E7
1994,411,堡,%B3%F9
1995,411,頗,%BB%E1
1996,410,幻,%A4%DB
1997,409,惠,%B4f
1998,409,柄,%AC%60
1999,408,佳,%A8%CE
2000,408,慘,%BAG
2001,407,仇,%A4%B3
2002,405,御,%B1s
2003,405,窩,%BA%DB
2004,405,臘,%C3%BE
2005,404,宿,%B1J
2006,403,劍,%BCC
2007,403,滌,%BA%B0
2008,403,瞧,%C1%40
2009,402,潑,%BC%E2
2010,401,罩,%B8n
2011,401,蔥,%BD%B5
2012,400,撈,%BC%B4
2013,400,泊,%AAy
2014,400,霍,%C0N
2015,399,胎,%ADL
2016,398,蒼,%BBa
2017,397,湘,%B4%F0
2018,397,濱,%C0%D8
2019,396,砍,%AC%E5
2020,396,霞,%C1%F8
2021,395,邵,%AA%F2
2022,395,酬,%B9S
2023,394,萄,%B5%E5
2024,393,淮,%B2a
2025,393,熊,%BA%B5
2026,393,瘋,%BA%C6
2027,393,遂,%B9E
2028,392,烘,%AFM
2029,392,糞,%C1T
2030,391,戈,%A4%E0
2031,391,檔,%C0%C9
2032,390,嫂,%B7A
2033,390,裕,%B8%CE
2034,390,駁,%BB%E9
2035,389,徙,%B1p
2036,388,嚇,%C0%7E
2037,388,捐,%AE%BD
2038,388,箭,%BDb
2039,387,撐,%BC%B5
2040,387,腸,%B8z
2041,386,攤,%C5u
2042,386,殿,%B7%B5
2043,386,蓮,%BD%AC
2044,386,辨,%BF%EB
2045,384,醬,%C2%E6
2046,383,疫,%AC%CC
2047,382,哀,%ABs
2048,382,堵,%B0%F4
2049,382,蔡,%BD%B2
2050,381,沫,%AAj
2051,381,皺,%BDK
2052,380,暢,%BAZ
2053,380,疊,%C5%7C
2054,380,萊,%B5%DC
2055,380,閣,%BB%D5
2056,378,敲,%BAV
2057,378,轄,%C1%D2
2058,377,痕,%B2%AA
2059,377,鉤,%B9_
2060,376,壩,%C5%F2
2061,376,溜,%B7%C8
2062,375,丘,%A5C
2063,375,玄,%A5%C8
2064,375,禍,%BA%D7
2065,375,餓,%BEj
2066,374,曰,%A4%EA
2067,373,彭,%B4%5E
2068,373,邏,%C5%DE
2069,370,卿,%AD%EB
2070,369,吞,%A7%5D
2071,369,妨,%A7%AB
2072,369,艇,%B8%A5
2073,369,韋,%AD%B3
2074,368,怨,%AB%E8
2075,368,柏,%ACf
2076,366,歇,%B7%B2
2077,366,矮,%B8G
2078,365,捻,%B1%C9
2079,365,祿,%B8S
2080,365,郊,%AD%A5
2081,364,漠,%BAz
2082,363,冤,%AD%DE
2083,363,宏,%A7%BB
2084,363,粹,%BA%E9
2085,363,顛,%C4A
2086,362,仙,%A5P
2087,362,肪,%AA%D5
2088,361,刮,%A8%ED
2089,361,押,%A9%E3
2090,360,挨,%AE%C1
2091,359,娃,%AB%BD
2092,359,醛,%EE%C7
2093,358,拾,%ACB
2094,357,勿,%A4%C5
2095,356,侯,%ABJ
2096,356,吪,%CAx
2097,355,夕,%A4i
2098,355,戀,%C5%CA
2099,355,鋅,%BEN
2100,354,篡,%BFy
2101,353,兆,%A5%FC
2102,353,淋,%B2O
2103,353,蓬,%BD%B4
2104,353,豈,%B0Z
2105,353,釉,%B9V
2106,352,妄,%A6k
2107,352,拘,%A9%EB
2108,352,捲,%B1%B2
2109,352,魂,%BB%EE
2110,350,摧,%BAR
2111,350,氟,%ACt
2112,350,頌,%B9%7C
2113,349,渾,%B4%FD
2114,349,誘,%BB%A4
2115,349,蹟,%C2%DD
2116,349,鈾,%B9%5C
2117,348,犁,%B2p
2118,348,譴,%C4%FE
2119,347,嘉,%B9%C5
2120,347,墻,%F9%D9
2121,347,戚,%B1%AD
2122,347,扯,%A7%E8
2123,347,滋,%B4%FE
2124,347,猶,%B5S
2125,347,舶,%B2%ED
2126,347,萌,%B5%DE
2127,347,頒,%B9%7B
2128,346,焊,%B2k
2129,346,舌,%A6%DE
2130,345,匹,%A4%C7
2131,345,嘗,%B9%C1
2132,345,媳,%B7%40
2133,344,肺,%AA%CD
2134,343,掠,%B1%B0
2135,342,烹,%B2i
2136,342,疲,%AFh
2137,342,釀,%C6C
2138,341,窄,%AF%B6
2139,341,馳,%B9%A3
2140,341,鴉,%BE%7E
2141,340,狹,%AFU
2142,340,辱,%B0d
2143,339,契,%AB%B4
2144,339,敦,%B4%B0
2145,339,遣,%BB%BA
2146,338,菲,%B5%E1
2147,338,韌,%B6%B4
2148,337,拳,%AE%B1
2149,337,辣,%BB%B6
2150,336,稈,%B5z
2151,336,臥,%AA%D7
2152,336,醉,%BEK
2153,335,墓,%B9%D3
2154,335,矣,%A8o
2155,335,竭,%BA%DC
2156,335,茅,%ADT
2157,334,艷,%C6A
2158,333,輿,%C1%D6
2159,332,締,%BDl
2160,332,賬,%BD%E3
2161,331,尿,%A7%BF
2162,331,葬,%B8%AE
2163,330,履,%BCi
2164,330,渣,%B4%ED
2165,330,禽,%B8V
2166,329,襯,%C5%A8
2167,329,賠,%BD%DF
2168,329,躲,%B8%FA
2169,328,奸,%A6l
2170,327,溉,%B5%40
2171,327,稼,%BD%5B
2172,327,賊,%B8%E9
2173,325,妃,%A6m
2174,325,抖,%A7%DD
2175,325,醋,%BEL
2176,324,廉,%B7G
2177,324,掀,%B1%C8
2178,324,晴,%B4%B8
2179,324,褲,%BF%C7
2180,323,后,%A6Z
2181,323,茫,%AF%ED
2182,322,亥,%A5%E8
2183,322,悠,%B1y
2184,322,攔,%C4d
2185,321,慧,%BCz
2186,321,闡,%C4%C4
2187,320,佐,%A6%F5
2188,317,孝,%A7%B5
2189,317,豎,%BD%DD
2190,316,佩,%A8%D8
2191,316,繡,%C2%B8
2192,316,遙,%BB%BB
2193,316,麟,%C5%EF
2194,315,挽,%AE%BE
2195,315,捨,%B1%CB
2196,315,逝,%B3u
2197,314,愁,%B7T
2198,314,昭,%ACL
2199,314,肖,%A8v
2200,313,窯,%BD%60
2201,313,臭,%AF%E4
2202,313,芬,%AA%E2
2203,313,逢,%B3%7B
2204,311,捷,%B1%B6
2205,310,堤,%B3%F6
2206,310,宙,%A9z
2207,310,盲,%AA%BC
2208,310,閘,%B9h
2209,308,披,%A9%DC
2210,308,輻,%BF%E7
2211,308,鑿,%C6w
2212,307,凶,%A4%BF
2213,307,幽,%AB%D5
2214,307,拓,%A9%DD
2215,307,杠,%A7%FE
2216,307,狼,%AFT
2217,306,崩,%B1Y
2218,306,慎,%B7V
2219,306,綢,%BA%F7
2220,306,蜂,%B8%C1
2221,305,惟,%B1%A9
2222,305,誓,%BB%7D
2223,305,錶,%BF%F6
2224,305,餐,%C0%5C
2225,304,叉,%A4e
2226,304,址,%A7%7D
2227,304,幟,%BCm
2228,304,彌,%C0%B1
2229,304,芝,%AA%DB
2230,302,僕,%B9%B2
2231,302,唉,%AD%FC
2232,302,濤,%C0%DC
2233,301,慨,%B4n
2234,300,翠,%BBA
2235,300,饑,%C4%C8
2236,299,劫,%A7T
2237,299,卜,%A4R
2238,299,盒,%B2%B0
2239,298,倘,%AD%D5
2240,298,寂,%B1I
2241,298,椒,%B4%D4
2242,298,炳,%AC%B1
2243,298,畏,%AC%C8
2244,298,閤,%BB%D7
2245,298,頸,%C0V
2246,297,凌,%AD%E2
2247,297,喉,%B3%EF
2248,297,墾,%BE%C1
2249,297,巾,%A4y
2250,297,拚,%A9%E9
2251,297,獸,%C3%7E
2252,296,乾,%B0%AE
2253,296,爽,%B2n
2254,296,蔽,%BD%AA
2255,296,蘆,%C4%AA
2256,295,掙,%B1%C3
2257,295,竊,%C5%D1
2258,295,譚,%C3%D3
2259,294,謬,%C2%D5
2260,293,褐,%BD%C5
2261,292,傘,%B3%CA
2262,292,儒,%BE%A7
2263,292,翅,%AF%CD
2264,292,顫,%C5%B8
2265,291,剖,%AD%E5
2266,291,晃,%AE%CC
2267,291,胚,%ADF
2268,290,湊,%B4%EA
2269,290,濁,%BFB
2270,290,眠,%AFv
2271,289,杰,%AAN
2272,289,霜,%C1%F7
2273,288,礁,%C1G
2274,288,蔑,%BD%B0
2275,287,喀,%B3%D8
2276,287,抄,%A7%DB
2277,286,奈,%A9%60
2278,286,闖,%C2%F4
2279,285,碑,%B8O
2280,285,耶,%ADC
2281,285,蓉,%BBT
2282,283,刨,%A7S
2283,283,喚,%B3%EA
2284,283,壺,%B3%FD
2285,283,柵,%AC%5D
2286,283,猜,%B2q
2287,283,蹲,%C3%DB
2288,282,掏,%B1%C7
2289,282,梳,%AE%DE
2290,282,樸,%BE%EB
2291,282,澳,%BFD
2292,282,玲,%AC%C2
2293,282,紐,%AF%C3
2294,282,綿,%BA%F8
2295,282,郡,%B0p
2296,282,鋸,%BF%F7
2297,281,膀,%BBH
2298,281,錘,%C1%E8
2299,281,鼠,%B9%AB
2300,280,椅,%B4%C8
2301,280,殷,%AE%EF
2302,280,穴,%A5%DE
2303,280,遮,%BEB
2304,278,吵,%A7n
2305,278,萍,%B5%D3
2306,277,厭,%B9%BD
2307,276,俱,%AD%D1
2308,276,呂,%A7f
2309,276,囊,%C5n
2310,276,捧,%B1%B7
2311,276,澄,%BC%E1
2312,275,哎,%ABu
2313,275,瞬,%C0%FE
2314,275,閩,%BB%D4
2315,275,雌,%BB%DB
2316,275,饒,%C4%C7
2317,274,哨,%AD%EF
2318,273,滸,%E2q
2319,272,俺,%AD%CD
2320,272,茂,%ADZ
2321,272,蘗,%C4%F4
2322,271,勳,%BE%B1
2323,271,肝,%A8x
2324,270,盯,%A8n
2325,270,籽,%AC%F3
2326,269,恥,%AE%A2
2327,269,濫,%C0%DD
2328,269,菊,%B5%E2
2329,268,帥,%AB%D3
2330,268,戒,%A7%D9
2331,267,鞭,%C3%40
2332,266,詢,%B8%DF
2333,266,鎂,%C1%E2
2334,265,宅,%A6v
2335,265,淀,%D5%E0
2336,265,烤,%AFN
2337,265,賈,%B8%EB
2338,265,跌,%B6%5E
2339,264,笛,%B2%C3
2340,264,蠻,%C6Z
2341,264,鄂,%B6k
2342,263,棍,%B4%D2
2343,263,睜,%B8C
2344,263,鷊,%F6%B7
2345,262,云,%A4%AA
2346,262,岌,%A7%C4
2347,262,曆,%BE%E4
2348,262,鼎,%B9%A9
2349,261,侍,%A8%CD
2350,260,嚷,%C4W
2351,260,藩,%C3%BF
2352,259,匪,%AD%EA
2353,259,穎,%BFo
2354,259,糟,%C1V
2355,258,纏,%C4%F1
2356,257,卑,%A8%F5
2357,257,堪,%B3%F4
2358,257,壇,%BE%C2
2359,257,氛,%AA%5E
2360,256,悅,%AE%AE
2361,256,碘,%B8K
2362,256,縛,%BF%A3
2363,255,屠,%B1O
2364,255,攀,%C3k
2365,255,溢,%B7%B8
2366,255,甫,%A8j
2367,254,凹,%A5W
2368,254,拱,%AB%FD
2369,254,攜,%C4%E2
2370,254,晰,%B4%B7
2371,254,朽,%A6%B4
2372,253,吟,%A7u
2373,253,迪,%AD%7D
2374,252,菱,%B5%D9
2375,252,謙,%C1%BE
2376,251,俊,%ABT
2377,251,嬸,%C2T
2378,251,盼,%AC%DF
2379,251,艘,%BF%B4
2380,251,芒,%A8%7E
2381,250,唇,%AEB
2382,250,挫,%AE%C0
2383,250,浴,%AFD
2384,250,羞,%B2%DB
2385,250,趁,%B6X
2386,249,岳,%A9%A8
2387,249,愚,%B7M
2388,249,疼,%AFk
2389,249,腫,%B8%7E
2390,249,萎,%B5%E4
2391,248,樞,%BC%CF
2392,248,絞,%B5%B1
2393,248,餵,%C1%FD
2394,247,嫁,%B6%F9
2395,247,慕,%BC%7D
2396,247,茲,%AF%F7
2397,246,艙,%BF%B5
2398,246,蘋,%C4%AB
2399,246,豫,%BF%DD
2400,245,諭,%BF%D9
2401,244,蠶,%C5%FA
2402,243,潘,%BC%EF
2403,243,翁,%AF%CE
2404,243,迭,%AD%A1
2405,243,頃,%B3%BC
2406,242,匠,%A6K
2407,242,榜,%BA%5D
2408,242,欠,%A4%ED
2409,241,沾,%AAg
2410,241,疇,%C3%A5
2411,241,胃,%ADG
2412,241,茬,%D3%B3
2413,241,蹤,%C2%DC
2414,240,哼,%AD%F3
2415,240,弊,%B9%FA
2416,240,桐,%AE%E4
2417,240,歧,%AA%5B
2418,240,沃,%A8U
2419,240,潰,%BC%EC
2420,240,鵬,%C4P
2421,239,悼,%B1%A5
2422,239,惑,%B4b
2423,239,蔗,%BD%A9
2424,238,晒,%AE%CD
2425,238,潭,%BC%E6
2426,237,孢,%CCU
2427,237,診,%B6E
2428,236,庸,%B1e
2429,236,渦,%B4%F5
2430,236,迴,%B0j
2431,235,嫌,%B6%FB
2432,235,聰,%C1o
2433,234,哦,%AE%40
2434,234,廚,%BCp
2435,234,梭,%B1%F4
2436,234,祁,%AA%C2
2437,234,肆,%B8v
2438,234,贈,%C3%D8
2439,234,鉗,%B9X
2440,234,龐,%C3e
2441,233,崖,%B1V
2442,233,醜,%C1%E0
2443,232,籃,%C4x
2444,231,并,%A6%7D
2445,231,甸,%A8l
2446,231,胖,%ADD
2447,231,藻,%C4%A6
2448,231,誇,%B8%D8
2449,230,搗,%B7o
2450,230,撕,%BC%B9
2451,230,詔,%B6%40
2452,230,貞,%ADs
2453,229,慈,%B7O
2454,229,炕,%AA%A1
2455,229,賜,%BD%E7
2456,228,卓,%A8%F4
2457,228,汛,%A6%C4
2458,228,瓊,%C3%A3
2459,228,鏟,%C3%EA
2460,227,撓,%BC%B8
2461,227,棵,%B4%CA
2462,227,灶,%A8_
2463,227,饋,%F5X
2464,226,嬰,%C0%A6
2465,225,祭,%B2%BD
2466,225,膚,%BD%A7
2467,225,蒂,%B8%A6
2468,225,衫,%ADm
2469,224,侖,%A8%DA
2470,224,傑,%B3%C7
2471,224,勉,%ABj
2472,224,瀝,%C3w
2473,223,滬,%BA%AD
2474,223,逸,%B6h
2475,222,嗓,%B6%DA
2476,222,暈,%B7w
2477,222,浦,%AE%FA
2478,222,蜜,%BBe
2479,221,膏,%BBI
2480,221,艾,%A6%E3
2481,221,贏,%C4%B9
2482,220,兔,%A8%DF
2483,220,孕,%A5%A5
2484,220,憐,%BC%A6
2485,220,扮,%A7%EA
2486,220,蒲,%BBZ
2487,220,鵝,%C3Z
2488,219,嚦,%F1%F2
2489,219,挪,%AE%BF
2490,219,淑,%B2Q
2491,219,謠,%C1%C1
2492,218,廊,%B4Y
2493,218,懼,%C4%DF
2494,218,緬,%BDq
2495,217,俘,%ABR
2496,217,咽,%AB%7C
2497,217,驕,%C5%BA
2498,216,宰,%AE_
2499,216,陡,%B0%7E
2500,215,僱,%B9%B5
2501,215,峻,%AEm
2502,215,惱,%B4o
2503,215,腺,%B8%A2
2504,215,誕,%BD%CF
2505,214,夷,%A6i
2506,214,愉,%B4r
2507,214,獵,%C2y
2508,213,魔,%C5%5D
2509,212,喲,%B3%E9
2510,212,扛,%A6%AA
2511,212,葛,%B8%AF
2512,212,蔭,%BD%AE
2513,212,銨,%BB%CF
2514,209,脊,%AF%E1
2515,208,倚,%AD%CA
2516,208,扁,%AB%F3
2517,208,杏,%A7%F6
2518,208,橢,%BE%F2
2519,208,溴,%B7%CD
2520,208,滯,%BA%A2
2521,208,苛,%ADV
2522,208,鈔,%B6r
2523,208,錳,%BF%F8
2524,208,鑲,%C6%5E
2525,207,捏,%AE%BA
2526,207,斬,%B1%D9
2527,207,氓,%AA%5D
2528,206,傲,%B6%C6
2529,206,僵,%BB%F8
2530,206,匆,%A5%5E
2531,206,屑,%AEh
2532,206,燙,%BFS
2533,206,衍,%ADl
2534,206,郁,%AD%A7
2535,206,鹵,%B3%BF
2536,205,攏,%C3l
2537,205,裸,%BBr
2538,205,邪,%A8%B8
2539,204,坊,%A7%7B
2540,204,渴,%B4%F7
2541,204,舅,%B8%A4
2542,203,泄,%AAn
2543,203,翔,%B5%BE
2544,202,廈,%B7H
2545,202,櫃,%C2d
2546,202,欽,%B4%DC
2547,202,窖,%B5%A2
2548,202,貓,%BF%DF
2549,201,媒,%B4C
2550,201,脾,%B5%CA
2551,200,噪,%BE%B8
2552,200,晝,%B1%DE
2553,200,蛇,%B3D
2554,199,耙,%AF%D2
2555,199,耿,%AF%D5
2556,198,曇,%BE%E8
2557,198,秤,%AF%AF
2558,198,粱,%B8d
2559,198,糕,%BF%7C
2560,198,衷,%B0J
2561,198,販,%B3c
2562,198,辰,%A8%B0
2563,197,哇,%ABz
2564,197,囑,%C5%F1
2565,197,宦,%AB%C6
2566,197,扔,%A5%B5
2567,197,杉,%A7%FC
2568,197,詐,%B6B
2569,195,吁,%A6S
2570,195,岡,%A9%A3
2571,195,廓,%B9%F8
2572,195,悔,%AE%AC
2573,195,皂,%A8m
2574,194,氰,%D9%E6
2575,194,肴,%AA%D4
2576,193,剎,%ABb
2577,193,勺,%A4c
2578,193,寓,%B4J
2579,193,瑪,%BA%BF
2580,193,矢,%A5%DA
2581,192,垮,%AB%B1
2582,192,淘,%B2%5E
2583,192,瓣,%C3%A4
2584,192,筍,%B5%AB
2585,192,罕,%A8u
2586,192,鍾,%C1%E9
2587,191,喇,%B3%E2
2588,191,帕,%A9%AC
2589,191,恭,%AE%A5
2590,190,摔,%BAL
2591,190,桉,%D1%DB
2592,190,秉,%AA%C3
2593,190,銘,%BB%CA
2594,190,鬚,%C5%BD
2595,190,齋,%C2N
2596,189,儉,%BB%FC
2597,189,叭,%A5z
2598,189,帆,%A6%7C
2599,189,瘤,%BDF
2600,189,砸,%AF%7B
2601,189,祼,%DE%F3
2602,189,篷,%C1O
2603,189,肢,%AA%CF
2604,189,藤,%C3%C3
2605,188,拐,%A9%E4
2606,188,脖,%B2%E4
2607,187,暑,%B4%BB
2608,187,瞪,%C0%FC
2609,186,殲,%C4%E8
2610,186,竿,%AC%F1
2611,186,笙,%B2%C6
2612,186,蘊,%C4%AD
2613,186,酮,%E0%AC
2614,185,嘩,%BCM
2615,185,瞎,%BDM
2616,184,刃,%A4b
2617,184,嵌,%B4O
2618,184,楔,%B7%A4
2619,184,紮,%B2%CF
2620,184,藉,%C2%C7
2621,183,喘,%B3%DD
2622,183,廂,%B4%5B
2623,183,撾,%BE%E2
2624,183,枚,%AAT
2625,183,粵,%B8f
2626,182,咸,%ABw
2627,182,拴,%ACC
2628,182,爪,%A4%F6
2629,182,甩,%A5%CF
2630,182,膝,%BD%A5
2631,181,懇,%C0%B5
2632,181,腕,%B5%C3
2633,180,娓,%AEU
2634,180,屢,%B9%F0
2635,180,熄,%BA%B6
2636,179,錨,%C1%E3
2637,178,噹,%BE%B4
2638,178,忌,%A7%D2
2639,178,愧,%B7%5C
2640,177,丸,%A4Y
2641,177,圃,%AEE
2642,177,榨,%BA%5E
2643,177,荊,%AF%F0
2644,177,騷,%C4%CC
2645,176,屯,%A4%D9
2646,176,毯,%B4%E0
2647,176,蒜,%BB%5B
2648,176,蠋,%F2%E2
2649,175,俯,%AD%C1
2650,175,弗,%A5%B1
2651,175,梢,%B1%E9
2652,175,衙,%B8%C5
2653,175,鹿,%B3%C0
2654,174,扒,%A5%B6
2655,174,灑,%C5x
2656,174,轎,%C3%E2
2657,173,啞,%B0%D7
2658,173,壘,%C2S
2659,173,諒,%BD%CC
2660,173,賤,%BD%E2
2661,173,踢,%BD%F0
2662,172,棕,%B4%C4
2663,172,泳,%AAa
2664,172,泌,%AAc
2665,172,渥,%B4%EC
2666,172,滔,%B7%CA
2667,172,銜,%BB%CE
2668,172,餉,%BB%E8
2669,171,吻,%A7k
2670,171,擱,%C0%C1
2671,171,梨,%B1%F9
2672,171,櫻,%C4%E5
2673,171,熬,%BC%F5
2674,170,奠,%B3%FE
2675,169,姨,%AB%BC
2676,168,乒,%A5%E2
2677,168,惕,%B1%A7
2678,168,聘,%B8u
2679,168,鄆,%DCP
2680,167,冀,%BE%AC
2681,167,綁,%B8j
2682,166,咖,%A9%40
2683,166,尉,%B1L
2684,166,裹,%BBq
2685,166,酥,%B6p
2686,165,寡,%B9%E8
2687,165,彥,%AB%DB
2688,164,啡,%B0%D8
2689,164,稠,%B8Y
2690,163,拼,%AB%F7
2691,163,擅,%BE%D5
2692,163,汝,%A6%BC
2693,163,汰,%A8O
2694,163,蚌,%B0F
2695,163,鈍,%B6w
2696,163,銹,%F9%D7
2697,162,捆,%AE%B9
2698,162,敞,%B4%AF
2699,162,遜,%BB%B9
2700,162,雀,%B3%B6
2701,161,棟,%B4%C9
2702,161,謹,%C2%D4
2703,161,鯉,%C3U
2704,160,咳,%ABy
2705,160,搏,%B7i
2706,160,葫,%B8%AC
2707,160,賄,%B8%EC
2708,160,鱗,%C5%EC
2709,159,占,%A5e
2710,159,塌,%B6%F2
2711,159,忉,%C9%7B
2712,159,謊,%C1%C0
2713,158,咋,%A9Q
2714,158,怖,%A9%C6
2715,158,戊,%A5%B3
2716,158,桔,%AE%DC
2717,158,膩,%BF%B0
2718,158,龜,%C0t
2719,157,嘻,%BCH
2720,157,墳,%BCX
2721,157,禾,%A5%DD
2722,156,坎,%A7%A2
2723,156,拇,%A9%E6
2724,156,摻,%BAU
2725,156,煽,%BA%B4
2726,156,獅,%B7%E0
2727,155,寇,%B1F
2728,155,梗,%B1%F0
2729,155,鷹,%C6N
2730,154,哄,%AB%A1
2731,154,胳,%AF%DE
2732,154,莽,%B2%F5
2733,154,雯,%B6%B2
2734,153,傻,%B6%CC
2735,153,喻,%B3%EB
2736,153,坪,%A9W
2737,153,淵,%B2W
2738,153,糠,%C1R
2739,152,涅,%AFI
2740,152,跪,%B8%F7
2741,152,釗,%B0x
2742,151,侮,%ABV
2743,151,奕,%AB%B3
2744,151,枕,%AAE
2745,151,膛,%BD%A3
2746,151,蕊,%BF%B6
2747,151,譬,%C4%B4
2748,150,兌,%A7I
2749,150,寥,%B9%E9
2750,150,扼,%A7%E3
2751,150,辮,%C4%7C
2752,150,腥,%B8%7B
2753,150,郝,%B0q
2754,149,戍,%A6%A7
2755,149,曬,%C5%CE
2756,149,耦,%BD%A2
2757,149,蹄,%BF%E1
2758,149,鈞,%B6v
2759,148,匈,%A6I
2760,148,屁,%A7%BE
2761,148,戥,%DDu
2762,148,樁,%BC%CE
2763,148,瞿,%C2%A3
2764,148,誦,%BBw
2765,147,倦,%AD%C2
2766,147,嶼,%C0%AC
2767,147,抒,%A7%E7
2768,147,涵,%B2%5B
2769,147,袍,%B3T
2770,147,釣,%B3%A8
2771,146,嗣,%B6%E0
2772,146,忿,%A9%C1
2773,146,敷,%BC%C5
2774,146,湜,%DAA
2775,146,聊,%B2%E1
2776,146,虹,%ADi
2777,146,蹈,%C1%D0
2778,146,鹹,%C4%D0
2779,145,嗯,%B6%E2
2780,145,姬,%AEV
2781,145,淒,%B2Y
2782,145,燦,%C0%E9
2783,145,狡,%AC%BE
2784,145,糙,%C1W
2785,145,蹬,%C3%DE
2786,144,僧,%B9%AC
2787,144,嗨,%B6%D9
2788,144,栖,%D1%E1
2789,144,笨,%B2%C2
2790,144,辜,%B6d
2791,143,枉,%AAP
2792,143,翰,%BF%AB
2793,143,茨,%AF%FD
2794,143,諷,%BF%D8
2795,142,呱,%A9K
2796,142,岐,%A7%C1
2797,142,嶄,%B9%F1
2798,142,棗,%B4%C7
2799,141,咕,%A9B
2800,141,攬,%C5%F3
2801,141,洶,%AC%A4
2802,141,澇,%E5%FC
2803,141,焚,%B5I
2804,141,猴,%B5U
2805,141,耍,%ADA
2806,141,趟,%BD%EB
2807,140,傍,%B3%C4
2808,140,劈,%BCA
2809,140,爵,%C0%EF
2810,140,璋,%BC%FD
2811,140,虜,%B8%B8
2812,140,鍍,%C1%E1
2813,139,昔,%A9%F5
2814,139,瞅,%E2%E4
2815,139,踩,%BD%F2
2816,139,迄,%A8%B4
2817,139,鑰,%C6_
2818,138,汞,%A8E
2819,138,祺,%B8R
2820,138,詭,%B8%DE
2821,138,魄,%BEz
2822,137,嘲,%BCJ
2823,137,惶,%B4q
2824,137,贓,%C5B
2825,136,咐,%A9J
2826,136,歉,%BAp
2827,136,癌,%C0%F9
2828,135,廬,%C3f
2829,135,扳,%A7%E6
2830,135,聶,%C2%BF
2831,135,芡,%CD%C0
2832,135,軀,%C2%DF
2833,135,鄙,%BB%C0
2834,134,擰,%C0%BE
2835,134,煌,%B7%D7
2836,134,襄,%C1%B8
2837,134,貶,%B6S
2838,134,隋,%B6%A6
2839,133,佑,%A6%F6
2840,133,寵,%C3d
2841,133,懶,%C3i
2842,133,栓,%AE%EA
2843,133,滇,%B7%BF
2844,133,炊,%AA%A4
2845,133,謇,%EE%AA
2846,132,憾,%BE%D1
2847,132,裙,%B8%C8
2848,132,贛,%C6B
2849,132,駱,%C0d
2850,131,兜,%B0%C2
2851,131,孵,%B9%E5
2852,131,曝,%C3n
2853,131,泣,%AA_
2854,131,猖,%B2s
2855,131,痼,%DE%CC
2856,131,盥,%BFd
2857,131,絮,%B5%B6
2858,131,韻,%C3%FD
2859,130,噢,%BE%BE
2860,130,曠,%C3m
2861,130,洴,%CFn
2862,130,盞,%B7%F8
2863,130,眷,%B2%B2
2864,130,茄,%ADX
2865,129,暮,%BC%C7
2866,129,榴,%BAh
2867,129,淆,%B2c
2868,129,濺,%C2q
2869,129,煎,%B7%CE
2870,129,琪,%B5X
2871,129,鰲,%F7%B4
2872,128,乞,%A4%5E
2873,128,吼,%A7q
2874,128,唧,%AEA
2875,128,噠,%E8%FD
2876,128,巢,%B1_
2877,128,槐,%BAi
2878,128,沛,%A8K
2879,128,蜇,%B8%BD
2880,128,蜀,%B8%BE
2881,128,賺,%C1%C8
2882,128,陛,%B0%A1
2883,127,冪,%BE%AD
2884,127,咒,%A9G
2885,127,堯,%B3%F3
2886,127,捍,%AE%C2
2887,127,昇,%AA%40
2888,127,鉸,%BB%C7
2889,126,叮,%A5m
2890,126,煥,%B7%D8
2891,126,煞,%B7%D9
2892,126,耽,%AF%D4
2893,126,褂,%BBo
2894,125,募,%B6%D2
2895,125,揀,%B4z
2896,125,搓,%B7b
2897,125,淹,%B2T
2898,125,釜,%B0y
2899,125,鉻,%BB%CC
2900,125,雹,%B9r
2901,124,灼,%A8%60
2902,124,瑰,%BA%C0
2903,124,鄒,%B9Q
2904,124,鰱,%C5%BF
2905,123,嬌,%BCb
2906,123,彰,%B9%FC
2907,123,焉,%B2j
2908,123,荐,%AF%F2
2909,123,躬,%B0%60
2910,122,匙,%B0%CD
2911,122,咯,%AB%A3
2912,122,庶,%B1f
2913,122,惹,%B7S
2914,122,淪,%B2_
2915,122,琳,%B5Y
2916,122,畔,%AF%60
2917,122,蛤,%B5%F0
2918,122,鶴,%C5b
2919,121,斃,%C0%C5
2920,121,漬,%BA%7B
2921,121,皖,%B5p
2922,121,禹,%AC%EA
2923,121,邢,%A8%B7
2924,120,卒,%A8%F2
2925,120,庵,%B1g
2926,120,淫,%B2%5D
2927,120,竄,%C2%AB
2928,120,繃,%C1%5E
2929,120,翹,%C2%BC
2930,119,簞,%C2%B0
2931,119,陌,%AD%AF
2932,118,兇,%A5%FB
2933,118,巫,%A7%C5
2934,118,柜,%CF%40
2935,118,玫,%AA%B4
2936,118,膊,%BBK
2937,118,韃,%C5%B6
2938,117,拂,%A9%D8
